game_number,turn_number,player_name,ai_personality,turn_time
1,1,Player1,Balanced,0.15
1,2,Player2,Power,0.17
1,3,Player3,Combo,0.18
1,4,Player4,Greedy,0.47
1,5,Player2,Power,3
1,6,Player4,Greedy,3
1,7,Player1,Balanced,4
1,8,Player4,Greedy,7
1,9,Player2,Power,5
1,10,Player3,Combo,4
1,11,Player1,Balanced,7
1,12,Player3,Combo,9
1,13,Player2,Power,13
1,14,Player4,Greedy,16
1,15,Player1,Balanced,18
1,16,Player4,Greedy,21
1,17,Player2,Power,15
1,18,Player3,Combo,16
1,19,Player4,Greedy,32
1,20,Player1,Balanced,29
1,21,Player2,Power,81
1,22,Player2,Power,65
1,23,Player4,Greedy,32
1,24,Player3,Combo,38
1,25,Player3,Combo,49
1,26,Player1,Balanced,176
1,27,Player3,Combo,49
1,28,Player4,Greedy,45
1,29,Player3,Combo,102
1,30,Player1,Balanced,114
1,31,Player2,Power,67
1,32,Player1,Balanced,56
1,33,Player3,Combo,41
1,34,Player4,Greedy,38
1,35,Player3,Combo,49
1,36,Player2,Power,64
1,37,Player1,Balanced,67
1,38,Player3,Combo,71
1,39,Player1,Balanced,86
1,40,Player2,Power,64
1,41,Player4,Greedy,67
1,42,Player4,Greedy,78
1,43,Player1,Balanced,99
1,44,Player3,Combo,70
2,1,Player1,Balanced,0.14
2,2,Player2,Power,0.18
2,3,Player3,Combo,0.20
2,4,Player4,Greedy,0.53
2,5,Player1,Balanced,3
2,6,Player4,Greedy,3
2,7,Player2,Power,3
2,8,Player3,Combo,4
2,9,Player3,Combo,7
2,10,Player1,Balanced,7
2,11,Player2,Power,10
2,12,Player1,Balanced,12
2,13,Player4,Greedy,10
2,14,Player3,Combo,14
2,15,Player2,Power,13
2,16,Player4,Greedy,20
2,17,Player4,Greedy,31
2,18,Player1,Balanced,28
2,19,Player3,Combo,21
2,20,Player2,Power,21
2,21,Player3,Combo,80
2,22,Player1,Balanced,66
2,23,Player4,Greedy,47
2,24,Player2,Power,44
2,25,Player1,Balanced,67
2,26,Player3,Combo,168
2,27,Player3,Combo,70
2,28,Player4,Greedy,54
2,29,Player2,Power,60
2,30,Player1,Balanced,83
2,31,Player2,Power,74
2,32,Player4,Greedy,75
2,33,Player4,Greedy,84
2,34,Player3,Combo,73
2,35,Player2,Power,62
2,36,Player1,Balanced,51
2,37,Player1,Balanced,69
2,38,Player2,Power,68
2,39,Player3,Combo,93
2,40,Player2,Power,86
2,41,Player1,Balanced,86
2,42,Player4,Greedy,119
2,43,Player4,Greedy,0.03
3,1,Player1,Balanced,0.14
3,2,Player2,Power,0.17
3,3,Player3,Combo,0.17
3,4,Player4,Greedy,0.49
3,5,Player4,Greedy,3
3,6,Player3,Combo,3
3,7,Player2,Power,3
3,8,Player1,Balanced,4
3,9,Player4,Greedy,7
3,10,Player3,Combo,7
3,11,Player1,Balanced,7
3,12,Player2,Power,9
3,13,Player3,Combo,11
3,14,Player4,Greedy,13
3,15,Player4,Greedy,16
3,16,Player2,Power,14
3,17,Player1,Balanced,15
3,18,Player2,Power,21
3,19,Player3,Combo,21
3,20,Player4,Greedy,29
3,21,Player1,Balanced,66
3,22,Player4,Greedy,55
3,23,Player1,Balanced,37
3,24,Player2,Power,48
3,25,Player3,Combo,55
3,26,Player1,Balanced,164
3,27,Player1,Balanced,78
3,28,Player3,Combo,51
3,29,Player4,Greedy,65
3,30,Player4,Greedy,84
3,31,Player2,Power,47
3,32,Player3,Combo,49
3,33,Player2,Power,53
3,34,Player1,Balanced,67
3,35,Player3,Combo,59
3,36,Player4,Greedy,66
3,37,Player1,Balanced,80
3,38,Player2,Power,61
3,39,Player3,Combo,65
3,40,Player2,Power,75
3,41,Player4,Greedy,80
3,42,Player1,Balanced,87
3,43,Player1,Balanced,100
3,44,Player4,Greedy,103
3,45,Player1,Balanced,0.01
4,1,Player1,Balanced,0.14
4,2,Player2,Power,0.16
4,3,Player3,Combo,0.16
4,4,Player4,Greedy,0.50
4,5,Player4,Greedy,3
4,6,Player3,Combo,4
4,7,Player3,Combo,7
4,8,Player4,Greedy,5
4,9,Player1,Balanced,3
4,10,Player2,Power,4
4,11,Player1,Balanced,10
4,12,Player3,Combo,12
4,13,Player2,Power,9
4,14,Player4,Greedy,11
4,15,Player2,Power,11
4,16,Player1,Balanced,13
4,17,Player4,Greedy,21
4,18,Player3,Combo,25
4,19,Player3,Combo,30
4,20,Player1,Balanced,22
4,21,Player4,Greedy,81
4,22,Player3,Combo,45
4,23,Player2,Power,25
4,24,Player4,Greedy,44
4,25,Player1,Balanced,37
4,26,Player2,Power,110
4,27,Player3,Combo,51
4,28,Player2,Power,47
4,29,Player3,Combo,75
4,30,Player2,Power,70
4,31,Player3,Combo,65
4,32,Player4,Greedy,50
4,33,Player2,Power,44
4,34,Player1,Balanced,35
4,35,Player4,Greedy,62
4,36,Player3,Combo,71
5,1,Player1,Balanced,0.15
5,2,Player2,Power,0.18
5,3,Player3,Combo,0.16
5,4,Player4,Greedy,0.46
5,5,Player1,Balanced,3
5,6,Player3,Combo,3
5,7,Player2,Power,3
5,8,Player4,Greedy,4
5,9,Player1,Balanced,7
5,10,Player3,Combo,7
5,11,Player4,Greedy,7
5,12,Player2,Power,9
5,13,Player1,Balanced,11
5,14,Player3,Combo,13
5,15,Player3,Combo,20
5,16,Player2,Power,15
5,17,Player4,Greedy,14
5,18,Player1,Balanced,21
5,19,Player1,Balanced,26
5,20,Player3,Combo,26
5,21,Player4,Greedy,48
5,22,Player2,Power,40
5,23,Player3,Combo,34
5,24,Player4,Greedy,40
5,25,Player1,Balanced,50
5,26,Player2,Power,115
5,27,Player3,Combo,43
5,28,Player1,Balanced,39
5,29,Player4,Greedy,64
5,30,Player3,Combo,78
5,31,Player2,Power,56
5,32,Player1,Balanced,44
5,33,Player4,Greedy,42
5,34,Player1,Balanced,54
5,35,Player4,Greedy,47
6,1,Player1,Balanced,0.16
6,2,Player2,Power,0.15
6,3,Player3,Combo,0.19
6,4,Player4,Greedy,0.50
6,5,Player3,Combo,3
6,6,Player2,Power,3
6,7,Player4,Greedy,3
6,8,Player1,Balanced,4
6,9,Player2,Power,7
6,10,Player1,Balanced,7
6,11,Player4,Greedy,7
6,12,Player3,Combo,9
6,13,Player2,Power,11
6,14,Player3,Combo,13
6,15,Player1,Balanced,16
6,16,Player2,Power,15
6,17,Player4,Greedy,15
6,18,Player4,Greedy,19
6,19,Player3,Combo,24
6,20,Player2,Power,24
6,21,Player1,Balanced,68
6,22,Player1,Balanced,42
6,23,Player2,Power,40
6,24,Player4,Greedy,39
6,25,Player3,Combo,63
6,26,Player3,Combo,156
6,27,Player3,Combo,66
6,28,Player2,Power,64
6,29,Player1,Balanced,61
6,30,Player3,Combo,80
6,31,Player4,Greedy,46
6,32,Player1,Balanced,56
6,33,Player2,Power,55
6,34,Player4,Greedy,38
6,35,Player1,Balanced,52
6,36,Player3,Combo,61
6,37,Player3,Combo,70
6,38,Player4,Greedy,57
6,39,Player3,Combo,95
6,40,Player2,Power,82
6,41,Player1,Balanced,76
6,42,Player2,Power,111
6,43,Player3,Combo,92
6,44,Player4,Greedy,70
6,45,Player1,Balanced,98
6,46,Player2,Power,140
6,47,Player3,Combo,122
7,1,Player1,Balanced,0.15
7,2,Player2,Power,0.16
7,3,Player3,Combo,0.20
7,4,Player4,Greedy,0.49
7,5,Player4,Greedy,3
7,6,Player2,Power,3
7,7,Player1,Balanced,3
7,8,Player3,Combo,4
7,9,Player4,Greedy,7
7,10,Player4,Greedy,9
7,11,Player3,Combo,8
7,12,Player2,Power,7
7,13,Player1,Balanced,10
7,14,Player3,Combo,16
7,15,Player1,Balanced,14
7,16,Player2,Power,16
7,17,Player3,Combo,25
7,18,Player4,Greedy,23
7,19,Player3,Combo,30
7,20,Player2,Power,20
7,21,Player4,Greedy,58
7,22,Player1,Balanced,39
7,23,Player4,Greedy,34
7,24,Player1,Balanced,45
7,25,Player3,Combo,59
7,26,Player1,Balanced,109
7,27,Player2,Power,39
7,28,Player4,Greedy,52
7,29,Player1,Balanced,76
7,30,Player4,Greedy,100
7,31,Player3,Combo,52
7,32,Player2,Power,36
7,33,Player4,Greedy,60
7,34,Player3,Combo,59
7,35,Player1,Balanced,67
7,36,Player3,Combo,77
7,37,Player4,Greedy,49
7,38,Player2,Power,46
7,39,Player1,Balanced,80
7,40,Player4,Greedy,80
7,41,Player2,Power,0.04
8,1,Player1,Balanced,0.16
8,2,Player2,Power,0.15
8,3,Player3,Combo,0.19
8,4,Player4,Greedy,0.49
8,5,Player4,Greedy,3
8,6,Player3,Combo,3
8,7,Player1,Balanced,3
8,8,Player2,Power,4
8,9,Player4,Greedy,7
8,10,Player4,Greedy,9
8,11,Player1,Balanced,8
8,12,Player2,Power,10
8,13,Player1,Balanced,12
8,14,Player3,Combo,9
